Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated
17/04/2021,Tamil Nadu,4669044,621790,4900,4063643,605401,2096168,1967033,442,613357,4055687,,100,,,,589328,1972383,1500712,,,,4063643
18/04/2021,Tamil Nadu,4710862,637202,5010,4090953,619909,2110947,1979559,447,624338,4086524,,101,,,,590756,1988812,1510164,,,,4090953
19/04/2021,Tamil Nadu,4813376,668830,5279,4147072,666304,2140772,2005846,454,654271,4159105,,101,,,,594251,2019843,1531756,,,,4147072
20/04/2021,Tamil Nadu,4892064,674276,5337,4187565,704499,2162999,2024108,458,682404,4209660,,103,,,,597311,2042371,1546660,,,,4187565
21/04/2021,Tamil Nadu,4965564,668784,5300,4223251,742313,2182481,2040308,462,708301,4257263,,103,,,,600209,2062235,1559583,,,,4223251
22/04/2021,Tamil Nadu,5075681,679124,5384,4268889,806792,2206806,2061619,464,728203,4347478,,105,,,,603361,2087506,1576796,,,,4268889
23/04/2021,Tamil Nadu,5205556,675120,5380,4323326,882230,2236387,2086468,471,745060,4460496,,106,,,,607068,2118184,1596851,,,,4323326
24/04/2021,Tamil Nadu,5327915,617336,4927,4376661,951254,2265694,2110488,479,757930,4569985,,106,,,,611262,2149759,1614410,,,,4376661
25/04/2021,Tamil Nadu,5351073,604336,4852,4388384,962689,2272205,2115700,479,761022,4590051,,106,,,,612470,2156407,1618277,,,,4388384
26/04/2021,Tamil Nadu,5483332,645676,5199,4440291,1043041,2299858,2139949,484,783406,4699926,,107,,,,615923,2185555,1637581,,,,4440291
27/04/2021,Tamil Nadu,5624732,640116,5195,4495630,1129102,2329760,2165375,495,814748,4809984,,109,,,,813952,2023847,1656603,,,,4495630
28/04/2021,Tamil Nadu,5740648,576238,4597,4544279,1196369,2356703,2187074,502,839740,4900908,,110,,,,819886,2050283,1672879,,,,4544279
29/04/2021,Tamil Nadu,5845197,589646,4739,4589747,1255450,2381715,2207525,507,868619,4976578,,111,,,,825686,2075222,1687749,,,,4589747
30/04/2021,Tamil Nadu,5947056,555067,4531,4635084,1311972,2407092,2227478,514,896561,5050495,,113,,,,831994,2100415,1701578,,,,4635084
01/05/2021,Tamil Nadu,6030884,461886,3764,4671707,1359177,2426960,2244224,523,910724,5120160,,115,,,,837214,2121033,1712362,,,,4671707
02/05/2021,Tamil Nadu,6046415,402658,3365,4679335,1367080,2431001,2247811,523,913563,5132852,,116,,,,832596,2131136,1714547,,,,4679335
03/05/2021,Tamil Nadu,6135244,452408,3730,4716835,1418409,2450657,2265646,532,923475,5211769,,116,,,,839058,2150306,1726414,,,,4716835
04/05/2021,Tamil Nadu,6210666,418198,3459,4750360,1460306,2468954,2280866,540,932547,5278119,,117,,,,846393,2166969,1735936,,,,4750360
05/05/2021,Tamil Nadu,6279062,418270,3504,4781479,1497583,2486010,2294927,542,941481,5337581,,117,,,,853351,2182289,1744776,,,,4781479
06/05/2021,Tamil Nadu,6379188,436770,3669,4823176,1556012,2508538,2314086,552,963716,5415472,,120,,,,862476,2203648,1755989,,,,4823176
07/05/2021,Tamil Nadu,6478830,426050,3512,4866561,1612269,2532046,2333957,558,985661,5493169,,121,,,,872912,2225561,1767024,,,,4866561
08/05/2021,Tamil Nadu,6546261,422980,3530,4895451,1650810,2547862,2347025,564,1000822,5545439,,121,,,,880824,2239487,1774074,,,,4895451
09/05/2021,Tamil Nadu,6569914,322700,2734,4906062,1663852,2553413,2352083,566,1005549,5564365,,122,,,,883930,2244165,1776901,,,,4906062
10/05/2021,Tamil Nadu,6676837,395270,3336,4951333,1725504,2578019,2372741,573,1016620,5660217,,122,,,,893529,2267276,1789425,,,,4951333
11/05/2021,Tamil Nadu,6762623,382670,3281,4991388,1771235,2600786,2390020,582,1026445,5736178,,122,,,,904479,2286716,1799065,,,,4991388
12/05/2021,Tamil Nadu,6851406,355450,3136,5037596,1813810,2627062,2409949,585,1035957,5815449,,122,,,,915658,2310165,1810620,,,,5037596
13/05/2021,Tamil Nadu,6951309,344020,3030,5092140,1859169,2657709,2433839,592,1045897,5905412,,122,,,,929471,2337722,1823765,,,,5092140
14/05/2021,Tamil Nadu,7009930,309750,2770,5126070,1883860,2677175,2448301,594,1052108,5957822,,122,,,,938151,2355329,1831396,,,,5126070
15/05/2021,Tamil Nadu,7074066,319540,2789,5162834,1911232,2698147,2464084,603,1065723,6008343,,122,,,,948615,2373734,1839278,,,,5162834
16/05/2021,Tamil Nadu,7088176,239270,1949,5172965,1915211,2703711,2468649,605,1069858,6018318,,122,,,,951488,2378644,1841624,,,,5172965
17/05/2021,Tamil Nadu,7145700,390414,2565,5216811,1928889,2728966,2487231,614,1087164,6058536,,122,,,,961398,2402529,1851650,,,,5216811
18/05/2021,Tamil Nadu,7194563,349377,2453,5255610,1938953,2751567,2503426,617,1100365,6094198,,123,,,,973531,2421501,1859315,,,,5255610
19/05/2021,Tamil Nadu,7238986,328197,2365,5292027,1946959,2772935,2518471,621,1111414,6127572,,123,,,,985250,2439234,1866262,,,,5292027
20/05/2021,Tamil Nadu,7281385,311607,2305,5328713,1952672,2794590,2533484,639,1120399,6160986,,124,,,,997180,2457011,1873225,,,,5328713
21/05/2021,Tamil Nadu,7324570,311620,2226,5366882,1957688,2817378,2548862,642,1127840,6196730,0,124,,,,1010184,2475298,1880086,,,,5366882
22/05/2021,Tamil Nadu,7376365,383947,2604,5414503,1961862,2844758,2569100,645,1134499,6241866,0,124,,,,1024874,2498682,1889605,,,,5414503
23/05/2021,Tamil Nadu,7391550,259156,1850,5428452,1963098,2852648,2575158,646,1135878,6255672,0,124,,,,1029907,2504920,1892281,,,,5428452
24/05/2021,Tamil Nadu,7474446,458062,2596,5507417,1967029,2901025,2605735,657,1143767,6330679,0,126,,,,1078410,2526597,1901026,,,,5507417
25/05/2021,Tamil Nadu,7661541,641568,2730,5690306,1971235,3017105,2672515,686,1159495,6502046,0,126,,,,1233814,2546666,1908399,,,,5690306
26/05/2021,Tamil Nadu,7911981,789452,3078,5937633,1974348,3174901,2762018,714,1175779,6736202,0,126,,,,1443321,2574094,1918723,,,,5937633
27/05/2021,Tamil Nadu,8207573,842133,2815,6228593,1978980,3357045,2870799,749,1198182,7009391,0,126,,,,1678796,2614949,1933278,,,,6228593
28/05/2021,Tamil Nadu,8515660,909080,2789,6520208,1995452,3538193,2981235,780,1252763,7262897,0,128,,,,1918692,2653167,1946732,,,,6520208
29/05/2021,Tamil Nadu,8794771,933782,2606,6781739,2013032,3696597,3084329,813,1323927,7470844,0,129,,,,2134830,2686468,1958773,,,,6781739
30/05/2021,Tamil Nadu,8893998,609522,2001,6875084,2018914,3752036,3122221,827,1347360,7546638,0,129,,,,2205561,2702698,1965148,,,,6875084
31/05/2021,Tamil Nadu,9095854,883636,2504,7063107,2032747,3865164,3197073,870,1398688,7697166,0,129,,,,2328317,2749968,1983101,,,,7063107
01/06/2021,Tamil Nadu,9240004,647083,1940,7190142,2049862,3940737,3248526,879,1448667,7791337,0,130,,,,2412174,2781604,1994628,,,,7190142
02/06/2021,Tamil Nadu,9349171,591489,1754,7286844,2062327,3998233,3287723,888,1486152,7863019,0,130,,,,2475113,2806214,2003732,,,,7286844
03/06/2021,Tamil Nadu,9620641,1110367,2465,7545710,2074931,4147270,3397503,937,1525249,8095392,0,132,,,,2629677,2881221,2032962,,,,7545710
04/06/2021,Tamil Nadu,9876220,1034732,2339,7790199,2086021,4289450,3499701,1048,1579310,8296910,0,132,,,,2788463,2943579,2056176,,,,7790199
05/06/2021,Tamil Nadu,10018873,705541,1751,7924700,2094173,4367398,3556238,1064,1633138,8385735,0,132,,,,2879183,2975186,2068285,,,,7924700
06/06/2021,Tamil Nadu,10069493,403493,1109,7972482,2097011,4394275,3577141,1066,1661068,8408425,0,132,,,,2910677,2986909,2072824,,,,7972482
07/06/2021,Tamil Nadu,10135731,514480,1348,8031685,2104046,4428871,3601738,1076,1695583,8440148,0,133,,,,2950450,3000710,2078369,,,,8031685
08/06/2021,Tamil Nadu,10185541,361855,980,8076791,2108750,4456160,3619550,1081,1712385,8473156,0,135,,,,2983869,3009106,2081619,,,,8076791
09/06/2021,Tamil Nadu,10228792,348538,924,8116108,2112684,4480787,3634233,1088,1723335,8505457,0,135,,,,3013380,3016162,2084330,,,,8116108
10/06/2021,Tamil Nadu,10272414,309184,877,8156189,2116225,4505260,3649828,1101,1731945,8540444,25,135,,,,3044343,3022731,2086846,,,,8156189
11/06/2021,Tamil Nadu,10340158,368882,1058,8215741,2124417,4540999,3673630,1112,1770029,8569989,140,135,,,,3087391,3034365,2091644,,,,8215741
12/06/2021,Tamil Nadu,10648430,1192833,2220,8503345,2145085,4702048,3800150,1147,1805831,8842307,292,135,,,,3290522,3094824,2115532,,,,8503345
13/06/2021,Tamil Nadu,10866186,1015228,1802,8711904,2154282,4814660,3896077,1167,1832529,9033365,292,135,,,,3434812,3140460,2134110,,,,8711904
14/06/2021,Tamil Nadu,11147886,1217066,2193,8976866,2171020,4956876,4018791,1199,1891333,9256218,335,135,,,,3614126,3200509,2159655,,,,8976866
15/06/2021,Tamil Nadu,11285738,686688,1542,9104491,2181247,5027189,4076041,1261,1936105,9349288,345,135,,,,3700064,3229605,2172227,,,,9104491
16/06/2021,Tamil Nadu,11643851,1593852,2357,9441618,2202233,5204848,4235461,1309,1986276,9657220,355,135,,,,3922308,3310024,2206638,,,,9441618
17/06/2021,Tamil Nadu,11935112,1208426,2057,9713059,2222053,5351031,4360686,1342,2043906,9890841,365,135,,,,4104739,3372437,2233154,,,,9713059
18/06/2021,Tamil Nadu,12148674,1066866,1930,9911018,2237656,5456778,4452869,1371,2097552,10050732,390,136,,,,4240700,3416060,2251458,,,,9911018
19/06/2021,Tamil Nadu,12498914,1417621,2249,10238404,2260510,5623026,4613947,1431,2133139,10365370,405,136,,,,4466868,3486880,2281775,,,,10238404
20/06/2021,Tamil Nadu,12701415,1174817,1532,10429212,2272203,5718152,4709615,1445,2144571,10556439,405,136,,,,4590717,3532603,2302968,,,,10429212
21/06/2021,Tamil Nadu,13106666,1689629,1994,10807056,2299610,5905884,4899590,1582,2159078,10947148,440,136,,,,4836041,3622791,2345177,,,,10807056
22/06/2021,Tamil Nadu,13414792,1050430,1721,11092832,2321960,6051762,5039433,1637,2172525,11241792,475,136,,,,5025720,3688797,2375180,,,,11092832
23/06/2021,Tamil Nadu,13636788,781734,1596,11289696,2347092,6151199,5136751,1746,2263719,11372533,536,136,,,,5158885,3732182,2395404,,,,11289696
24/06/2021,Tamil Nadu,14048419,1313177,2069,11658908,2389511,6332856,5324230,1822,2366442,11681370,607,137,,,,5399739,3818552,2437324,,,,11658908
25/06/2021,Tamil Nadu,14478557,1364039,2118,12056330,2422227,7802002,6674561,1994,2449270,12028617,670,139,6222352,4891246,3364959,,,,,,,
26/06/2021,Tamil Nadu,14890041,1285585,2007,12420061,2469980,8003529,6884453,2059,2505217,12384000,824,140,6489322,4988273,3412446,,,,,,,
27/06/2021,Tamil Nadu,15021946,635680,1155,12535263,2486683,8066587,6953217,2142,2531246,12489871,829,140,6573509,5020430,3428007,,,,,,,
28/06/2021,Tamil Nadu,15231397,876317,1498,12716906,2514491,8169942,7059206,2249,2569981,12660446,970,142,6708321,5070378,3452698,,,,,,,
29/06/2021,Tamil Nadu,15510424,947238,1742,12963745,2546679,8308005,7200111,2308,2596643,12912612,1169,142,6887342,5137732,3485350,,,,,,,
30/06/2021,Tamil Nadu,15642085,838951,1205,13072807,2569278,8375147,7264601,2337,2619254,13021219,1612,143,6971101,5168878,3502106,,,,,,,
01/07/2021,Tamil Nadu,15859592,783388,1598,13260693,2598899,8482951,7374266,2375,2633986,13223775,1831,144,7105140,5223458,3530994,,,,,,,
02/07/2021,Tamil Nadu,16171046,1026676,1795,13523115,2647931,8634601,7534017,2428,2659078,13509903,2065,149,7296108,5302829,3572109,,,,,,,
03/07/2021,Tamil Nadu,16636165,1173802,1688,13922204,2713961,8854803,7778832,2530,2685792,13947931,2442,149,7578814,5423431,3633920,,,,,,,
04/07/2021,Tamil Nadu,16747198,380516,781,14014851,2732347,8907074,7837531,2593,2694411,14050198,2589,151,7645188,5453154,3648856,,,,,,,
05/07/2021,Tamil Nadu,16920558,548611,1180,14153278,2767280,8989992,7927937,2629,2707950,14209753,2855,152,7746713,5499712,3674133,,,,,,,
06/07/2021,Tamil Nadu,17017222,356126,873,14224524,2792698,9038014,7976534,2674,2720133,14293847,3242,155,7802442,5526290,3688490,,,,,,,
07/07/2021,Tamil Nadu,17093526,320464,715,14279592,2813934,9076949,8013890,2687,2732468,14357391,3667,160,7848417,5546102,3699007,,,,,,,
08/07/2021,Tamil Nadu,17242667,450911,1145,14363188,2879479,9153192,8086750,2725,2771499,14467104,4064,162,7932313,5588088,3722266,,,,,,,
09/07/2021,Tamil Nadu,17335483,365042,919,14417332,2918151,9200547,8132187,2749,2795543,14535181,4759,163,7986446,5613405,3735632,,,,,,,
10/07/2021,Tamil Nadu,17404688,259994,705,14464514,2940174,9235434,8166478,2776,2809019,14589343,6326,167,8030076,5629395,3745217,,,,,,,
11/07/2021,Tamil Nadu,17489838,296385,664,14521299,2968539,9277314,8209741,2783,2812616,14669893,7329,167,8073044,5656406,3760388,,,,,,,
12/07/2021,Tamil Nadu,17843953,762415,1471,14777773,3066180,9445432,8395694,2827,2822198,15012716,9039,168,8255467,5766719,3821767,,,,,,,
13/07/2021,Tamil Nadu,18181398,749149,1551,15039119,3142279,9602586,8575931,2881,2830367,15340136,10895,171,8439620,5866852,3874926,,,,,,,
14/07/2021,Tamil Nadu,18548239,581121,1466,15322521,3225718,9780143,8765170,2926,2892615,15642842,12782,171,8623916,5979874,3944449,,,,,,,
15/07/2021,Tamil Nadu,18730668,527865,1332,15443587,3287081,9864832,8862886,2950,2934868,15781334,14466,172,8732249,6028629,3969790,,,,,,,
16/07/2021,Tamil Nadu,19028978,755404,1532,15655125,3373853,10003162,9022831,2985,2985186,16027896,15896,173,8907837,6110152,4010989,,,,,,,
17/07/2021,Tamil Nadu,19382285,836174,1562,15924709,3457576,10170004,9209241,3040,3024034,16340889,17362,176,9116062,6206685,4059538,,,,,,,
18/07/2021,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
19/07/2021,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
20/07/2021,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
21/07/2021,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
22/07/2021,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
23/07/2021,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
24/07/2021,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
25/07/2021,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
26/07/2021,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
27/07/2021,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
28/07/2021,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
29/07/2021,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
30/07/2021,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
16/01/2021,Telangana,317,111,102,317,0,171,146,0,0,317,,,,,,,,,,,,317
17/01/2021,Telangana,437,528,326,437,0,215,222,0,0,437,,,,,,,,,,,,437
18/01/2021,Telangana,2463,1206,708,2463,0,1133,1329,1,0,2463,,,,,,,,,,,,2463
19/01/2021,Telangana,11169,1600,887,11169,0,4640,6528,1,0,11169,,,,,,,,,,,,11169
20/01/2021,Telangana,11291,2332,1009,11291,0,4650,6640,1,0,11291,,,,,,,,,,,,11291
21/01/2021,Telangana,17837,2893,1053,17837,0,5704,12132,1,0,17837,,,,,,,,,,,,17837
22/01/2021,Telangana,24830,2985,1057,24830,0,7158,17671,1,0,24830,,,,,,,,,,,,24830
23/01/2021,Telangana,26183,3133,1102,26183,0,7835,18347,1,0,26183,,,,,,,,,,,,26183
24/01/2021,Telangana,27829,3577,1366,27829,0,8282,19546,1,0,27829,,,,,,,,,,,,27829
25/01/2021,Telangana,50646,3669,1390,50646,0,19905,30738,3,0,50646,,,,,,,,,,,,50646
26/01/2021,Telangana,51194,3769,1432,51194,0,20071,31120,3,0,51194,,,,,,,,,,,,51194
27/01/2021,Telangana,58306,4211,1563,58306,0,21510,36793,3,0,58306,,,,,,,,,,,,58306
28/01/2021,Telangana,78713,4462,1610,78713,0,32727,45978,8,0,78713,,,,,,,,,,,,78713
29/01/2021,Telangana,92418,4510,1623,92418,0,39999,52409,10,0,92418,,,,,,,,,,,,92418
30/01/2021,Telangana,95000,4566,1629,95000,0,41360,53630,10,0,95000,,,,,,,,,,,,95000
31/01/2021,Telangana,95057,4610,1636,95057,0,41379,53668,10,0,95057,,,,,,,,,,,,95057
01/02/2021,Telangana,95234,4727,1669,95234,0,41476,53748,10,0,95234,,,,,,,,,,,,95234
02/02/2021,Telangana,96413,4895,1702,96413,0,42133,54270,10,1,96412,,,,,,,,,,,,96413
03/02/2021,Telangana,103183,5063,1736,103183,0,45517,57656,10,1,103182,,,,,,,,,,,,103183
04/02/2021,Telangana,114647,5307,1800,114647,0,51375,63262,10,1,114646,,,,,,,,,,,,114647
05/02/2021,Telangana,121588,5926,1937,121588,0,54860,66718,10,1,121587,,,,,,,,,,,,121588
06/02/2021,Telangana,135977,6363,2010,135977,0,67955,68012,10,1,135976,,,,,,,,,,,,135977
07/02/2021,Telangana,136225,6621,2062,136225,0,68153,68062,10,1,136224,,,,,,,,,,,,136225
08/02/2021,Telangana,156285,7083,2115,156285,0,86119,70156,10,604,155681,,,,,,,,,,,,156285
09/02/2021,Telangana,171308,7634,2221,171308,0,99775,71523,10,7469,163839,,,,,,,,,,,,171308
10/02/2021,Telangana,186195,8037,2274,186195,0,113058,73127,10,18190,168005,,,,,,,,,,,,186195
11/02/2021,Telangana,198677,8463,2414,198677,0,123802,74863,12,27865,170812,,,,,,,,,,,,198677
12/02/2021,Telangana,206864,8808,2439,206864,0,130195,76657,12,34949,171915,,,,,,,,,,,,206864
13/02/2021,Telangana,211719,9191,2443,209790,1929,131372,78406,12,35849,173941,,,,,,,,,,,,209790
14/02/2021,Telangana,212538,9451,2468,210201,2337,131521,78668,12,35849,174352,,,,,,,,,,,,210201
15/02/2021,Telangana,231322,10241,2472,219843,11479,133640,86191,12,36119,183724,,,,,,,,,,,,219843
16/02/2021,Telangana,290997,10625,2474,250141,40856,137842,112287,12,36507,213634,,,,,,,,,,,,250141
17/02/2021,Telangana,291913,11060,2474,250649,41264,137965,112672,12,36593,214056,,,,,,,,,,,,250649
18/02/2021,Telangana,325420,11506,2475,260486,64934,137878,122596,12,36703,223783,,,,,,,,,,,,260486
19/02/2021,Telangana,355287,11740,2479,276506,78781,141212,135280,14,36962,239544,,,,,,,,,,,,276506
20/02/2021,Telangana,357179,11979,2483,277517,79662,141746,135757,14,37473,240044,,,,,,,,,,,,277517
21/02/2021,Telangana,357467,12181,2483,277539,79928,141751,135774,14,37473,240066,,,,,,,,,,,,277539
22/02/2021,Telangana,376262,12386,2485,278786,97476,142397,136375,14,37595,241191,,,,,,,,,,,,278786
23/02/2021,Telangana,377711,12712,2488,279390,98321,142863,136513,14,38104,241286,,,,,,,,,,,,279390
24/02/2021,Telangana,379363,13149,2508,281009,98354,144101,136894,14,39717,241292,,,,,,,,,,,,281009
25/02/2021,Telangana,400394,13814,2613,283924,116470,145782,138128,14,41174,242750,,,,,,,,,,,,283924
26/02/2021,Telangana,419089,14012,2673,291425,127664,150405,141004,16,44096,247329,,,,,,,,,,,,291425
27/02/2021,Telangana,419089,14012,2673,291425,127664,150405,141004,16,44096,247329,,,,,,,,,,,,291425
28/02/2021,Telangana,419089,14355,2697,291425,127664,150405,141004,16,44096,247329,,,,,,,,,,,,291425
01/03/2021,Telangana,419089,14508,2708,291425,127664,150405,141004,16,44096,247329,,,,,,,,,,,,291425
02/03/2021,Telangana,426555,15224,2782,297234,129321,153542,143676,16,44097,253137,,,,,,,,,,,,297234
03/03/2021,Telangana,438614,16911,2887,306322,132292,158617,147688,17,44102,262220,,,,,,,,,,,,306322
04/03/2021,Telangana,462808,17916,2932,322444,140364,167296,155131,17,44138,278306,,,,,,,,,,,,322444
05/03/2021,Telangana,488204,20293,2957,341073,147131,177334,163716,23,44154,296919,,,,,,,,,,,,341073
06/03/2021,Telangana,520798,23030,2964,362082,158716,189920,172138,24,44800,317282,,,,,,,,,,,,362082
07/03/2021,Telangana,522369,23801,2985,363597,158772,190665,172908,24,44819,318778,,,,,,,,,,,,363597
08/03/2021,Telangana,561227,25229,2992,389985,171242,205948,184006,31,45900,344085,,,,,,,,,,,,389985
09/03/2021,Telangana,424673,110958,709,241595,183078,232185,192458,30,56954,367648,,,,,,,,,,,,424673
10/03/2021,Telangana,447836,96630,605,256024,191812,247868,199936,32,64577,383188,,,,,,,,,,,,447836
11/03/2021,Telangana,451366,28770,161,259321,192045,249760,201572,34,65115,386178,,,,,,,,,,,,451366
12/03/2021,Telangana,480210,112730,774,275371,204839,269826,210346,38,76148,403989,,,,,,,,,,,,480210
13/03/2021,Telangana,496264,68483,446,288451,207813,278991,217234,39,79951,416240,,,,,,,,,,,,496264
14/03/2021,Telangana,498020,12600,70,290186,207834,279802,218178,40,80078,417869,,,,,,,,,,,,498020
15/03/2021,Telangana,528117,95000,638,315832,212285,296894,231181,42,86306,441738,,,,,,,,,,,,528117
16/03/2021,Telangana,722573,88470,595,507868,214705,272223,235602,43,96697,625876,,166,,,,205955,176024,125542,,,,507868
17/03/2021,Telangana,845902,79060,527,630011,215891,336026,293923,62,111405,734497,,230,,,,207730,205713,216215,,,,630011
18/03/2021,Telangana,878581,81890,564,661459,217122,352520,308874,65,117598,760983,,251,,,,209569,216283,235253,,,,661459
19/03/2021,Telangana,906927,85820,582,688667,218260,367119,321481,67,123264,783663,,255,,,,211489,225952,250871,,,,688667
20/03/2021,Telangana,939941,72150,482,720396,219545,383390,336934,72,131175,808766,,270,,,,213895,238469,267674,,,,720396
21/03/2021,Telangana,943919,8850,58,724262,219657,385366,338822,74,132510,811409,,272,,,,214173,240316,269415,,,,724262
22/03/2021,Telangana,979723,95000,679,758722,221001,403367,355273,82,138480,841243,,297,,,,216031,252805,289528,,,,758722
23/03/2021,Telangana,1016879,90950,645,793939,222940,422067,371783,89,145967,870912,,322,,,,218732,266522,308322,,,,793939
24/03/2021,Telangana,1051931,76500,525,828174,223757,440210,387870,94,154960,896971,,322,,,,220971,279669,327168,,,,828174
25/03/2021,Telangana,1093196,97300,689,867030,226166,460950,405981,99,163997,929199,,325,,,,224063,294198,348399,,,,867030
26/03/2021,Telangana,1134829,108552,781,905529,229300,481284,424144,101,173631,961198,,325,,,,227416,309894,367847,,,,905529
27/03/2021,Telangana,1171066,83450,608,940796,230270,499785,440903,108,181227,989839,,326,,,,230312,325718,384392,,,,940796
28/03/2021,Telangana,1173165,23800,143,942868,230297,500837,441923,108,181541,991624,,326,,,,230439,326748,385307,,,,942868
29/03/2021,Telangana,1186001,64970,375,955419,230582,507289,448022,108,184164,1001837,,326,,,,231287,332471,391284,,,,955419
30/03/2021,Telangana,1231006,146920,948,997601,233405,529413,468076,112,188577,1042429,,331,,,,233794,349649,413776,,,,997601
31/03/2021,Telangana,1267237,138097,851,1030664,236573,546656,483891,117,191982,1075255,,331,,,,236090,363260,430930,,,,1030664
01/04/2021,Telangana,1317924,157600,1120,1077830,240094,571707,505993,130,195556,1122368,,333,,,,237922,390227,449293,,,,1077830
02/04/2021,Telangana,1384865,155901,1119,1140121,244744,604985,534994,142,199274,1185591,,334,,,,240543,428505,470684,,,,1140121
03/04/2021,Telangana,1434779,134950,1045,1185843,248936,628999,556695,149,201697,1233082,,335,,,,242735,455798,486919,,,,1185843
04/04/2021,Telangana,1478863,144101,1070,1227030,251833,650825,576047,158,205151,1273712,,338,,,,244568,482299,499769,,,,1227030
05/04/2021,Telangana,1534833,168210,1222,1278480,256353,677183,601131,166,208067,1326766,,338,,,,244692,512896,520497,,,,1278480
